Timestamp_ET,LeakRate_Lpm
2026-03-28 21:05:19.000,3.6
2026-03-28 21:05:25.000,3.6
2026-03-28 21:05:25.000,0
2026-03-28 21:05:33.000,0
2026-03-28 21:05:33.000,1.2
2026-03-28 21:05:39.000,1.2
2026-03-28 21:05:39.000,3.6
2026-03-28 21:05:43.000,3.6
2026-03-28 21:05:43.000,2.4
2026-03-28 21:05:47.000,2.4
2026-03-28 21:05:47.000,6
2026-03-28 21:05:49.000,6
2026-03-28 21:05:49.000,2.4
2026-03-28 21:05:51.000,2.4
2026-03-28 21:05:51.000,4.8
2026-03-28 21:05:53.000,4.8
2026-03-28 21:05:53.000,2.4
2026-03-28 21:05:55.000,2.4
2026-03-28 21:05:55.000,1.2
2026-03-28 21:05:57.000,1.2
2026-03-28 21:05:57.000,3.6
2026-03-28 21:06:01.000,3.6
2026-03-28 21:06:01.000,2.4
2026-03-28 21:06:03.000,2.4
2026-03-28 21:06:03.000,1.2
2026-03-28 21:06:05.000,1.2
2026-03-28 21:06:05.000,2.4
2026-03-28 21:06:07.000,2.4
2026-03-28 21:06:07.000,3.6
2026-03-28 21:06:13.000,3.6
2026-03-28 21:06:13.000,4.8
2026-03-28 21:06:19.000,4.8
2026-03-28 21:06:19.000,6
2026-03-28 21:06:23.000,6
2026-03-28 21:06:23.000,4.8
2026-03-28 21:06:25.000,4.8
2026-03-28 21:06:25.000,6
2026-03-28 21:06:27.000,6
2026-03-28 21:06:27.000,8.4
2026-03-28 21:06:29.000,8.4
2026-03-28 21:06:29.000,3.6
2026-03-28 21:06:31.000,3.6
2026-03-28 21:06:31.000,4.8
2026-03-28 21:06:33.000,4.8
2026-03-28 21:06:33.000,2.4
2026-03-28 21:06:35.000,2.4
2026-03-28 21:06:35.000,1.2
2026-03-28 21:06:49.000,1.2
2026-03-28 21:06:49.000,4.8
2026-03-28 21:06:51.000,4.8
2026-03-28 21:06:51.000,0
2026-03-28 21:07:07.000,0
2026-03-28 21:07:07.000,1.2
2026-03-28 21:07:21.000,1.2
2026-03-28 21:07:21.000,2.4
2026-03-28 21:07:23.000,2.4
2026-03-28 21:07:23.000,1.2
2026-03-28 21:07:25.000,1.2
2026-03-28 21:07:25.000,0
2026-03-28 21:07:27.000,0
2026-03-28 21:07:27.000,1.2
2026-03-28 21:07:47.000,1.2
2026-03-28 21:07:47.000,0
2026-03-28 21:07:49.000,0
2026-03-28 21:07:49.000,1.2
2026-03-28 21:07:51.000,1.2
2026-03-28 21:07:51.000,2.4
2026-03-28 21:07:59.000,2.4
2026-03-28 21:07:59.000,1.2
2026-03-28 21:08:03.000,1.2
2026-03-28 21:08:03.000,2.4
2026-03-28 21:08:09.000,2.4
2026-03-28 21:08:09.000,1.2
2026-03-28 21:08:13.000,1.2
2026-03-28 21:08:13.000,2.4
2026-03-28 21:08:17.000,2.4
2026-03-28 21:08:17.000,1.2
2026-03-28 21:08:27.000,1.2
2026-03-28 21:08:27.000,2.4
2026-03-28 21:08:31.000,2.4
2026-03-28 21:08:31.000,0
2026-03-28 21:08:49.000,0
2026-03-28 21:08:49.000,1.2
2026-03-28 21:09:01.000,1.2
2026-03-28 21:09:01.000,2.4
2026-03-28 21:09:07.000,2.4
2026-03-28 21:09:07.000,1.2
2026-03-28 21:09:19.000,1.2
2026-03-28 21:09:19.000,2.4
2026-03-28 21:09:25.000,2.4
2026-03-28 21:09:25.000,1.2
2026-03-28 21:09:41.000,1.2
2026-03-28 21:09:41.000,2.4
2026-03-28 21:09:43.000,2.4
2026-03-28 21:09:43.000,0
2026-03-28 21:09:47.000,0
2026-03-28 21:09:47.000,2.4
2026-03-28 21:09:49.000,2.4
2026-03-28 21:09:49.000,3.6
2026-03-28 21:09:51.000,3.6
2026-03-28 21:09:51.000,2.4
2026-03-28 21:09:53.000,2.4
2026-03-28 21:09:53.000,7.2
2026-03-28 21:09:55.000,7.2
2026-03-28 21:09:55.000,4.8
2026-03-28 21:09:57.000,4.8
2026-03-28 21:09:57.000,3.6
2026-03-28 21:09:59.000,3.6
2026-03-28 21:09:59.000,2.4
2026-03-28 21:10:01.000,2.4
2026-03-28 21:10:01.000,1.2
2026-03-28 21:10:03.000,1.2
2026-03-28 21:10:03.000,0
2026-03-28 21:10:13.000,0
2026-03-28 21:10:13.000,1.2
2026-03-28 21:10:31.000,1.2
2026-03-28 21:10:31.000,2.4
2026-03-28 21:10:33.000,2.4
2026-03-28 21:10:33.000,0
2026-03-28 21:10:35.000,0
2026-03-28 21:10:35.000,1.2
2026-03-28 21:10:37.000,1.2
2026-03-28 21:10:37.000,0
2026-03-28 21:10:43.000,0
2026-03-28 21:10:43.000,1.2
2026-03-28 21:10:45.000,1.2
2026-03-28 21:10:45.000,2.4
2026-03-28 21:10:53.000,2.4
2026-03-28 21:10:53.000,1.2
2026-03-28 21:11:41.000,1.2
2026-03-28 21:11:41.000,0
2026-03-28 21:11:43.000,0
2026-03-28 21:11:43.000,1.2
2026-03-28 21:11:49.000,1.2
2026-03-28 21:11:49.000,0
2026-03-28 21:11:51.000,0
2026-03-28 21:11:51.000,1.2
2026-03-28 21:12:11.000,1.2
2026-03-28 21:12:11.000,2.4
2026-03-28 21:12:15.000,2.4
2026-03-28 21:12:15.000,1.2
2026-03-28 21:12:39.000,1.2
2026-03-28 21:12:39.000,0
2026-03-28 21:12:41.000,0
2026-03-28 21:12:41.000,1.2
2026-03-28 21:12:43.000,1.2
2026-03-28 21:12:43.000,2.4
2026-03-28 21:12:47.000,2.4
2026-03-28 21:12:47.000,3.6
2026-03-28 21:12:55.000,3.6
2026-03-28 21:12:55.000,2.4
2026-03-28 21:12:57.000,2.4
2026-03-28 21:12:57.000,3.6
2026-03-28 21:13:03.000,3.6
2026-03-28 21:13:03.000,2.4
2026-03-28 21:13:05.000,2.4
2026-03-28 21:13:05.000,3.6
2026-03-28 21:13:07.000,3.6
2026-03-28 21:13:07.000,2.4
2026-03-28 21:13:11.000,2.4
2026-03-28 21:13:11.000,1.2
2026-03-28 21:13:17.000,1.2
2026-03-28 21:13:17.000,2.4
2026-03-28 21:13:31.000,2.4
2026-03-28 21:13:31.000,1.2
2026-03-28 21:14:01.000,1.2
2026-03-28 21:14:01.000,0
2026-03-28 21:14:05.000,0
2026-03-28 21:14:05.000,1.2
2026-03-28 21:14:13.000,1.2
2026-03-28 21:14:13.000,2.4
2026-03-28 21:14:21.000,2.4
2026-03-28 21:14:21.000,1.2
2026-03-28 21:14:47.000,1.2
2026-03-28 21:14:47.000,2.4
2026-03-28 21:14:55.000,2.4
2026-03-28 21:14:55.000,1.2
2026-03-28 21:15:03.000,1.2
2026-03-28 21:15:03.000,2.4
2026-03-28 21:15:07.000,2.4
2026-03-28 21:15:07.000,4.8
2026-03-28 21:15:09.000,4.8
2026-03-28 21:15:09.000,3.6
2026-03-28 21:15:11.000,3.6
2026-03-28 21:15:11.000,2.4
2026-03-28 21:15:13.000,2.4
2026-03-28 21:15:13.000,4.8
2026-03-28 21:15:17.000,4.8
2026-03-28 21:15:17.000,7.2
2026-03-28 21:15:19.000,7.2
2026-03-28 21:15:19.000,4.8
2026-03-28 21:15:21.000,4.8
2026-03-28 21:15:21.000,3.6
2026-03-28 21:15:25.000,3.6
2026-03-28 21:15:25.000,4.8
2026-03-28 21:15:29.000,4.8
2026-03-28 21:15:29.000,3.6
2026-03-28 21:15:31.000,3.6
2026-03-28 21:15:31.000,2.4
2026-03-28 21:15:35.000,2.4
2026-03-28 21:15:35.000,1.2
2026-03-28 21:15:43.000,1.2
2026-03-28 21:15:43.000,0
2026-03-28 21:15:47.000,0
2026-03-28 21:15:47.000,1.2
2026-03-28 21:15:51.000,1.2
2026-03-28 21:15:51.000,0
2026-03-28 21:15:57.000,0
