Timestamp_ET,Snore
2026-03-14 00:38:13.000,0
2026-03-14 06:28:11.000,0.02
2026-03-14 06:28:17.000,0
2026-03-14 06:51:25.000,0.02
2026-03-14 06:51:29.000,0
2026-03-14 07:39:09.000,0.12
2026-03-14 07:39:13.000,0
2026-03-14 08:40:00.000,0
