Timestamp_ET,LeakRate_Lpm
2026-03-20 20:47:13.000,1.2
2026-03-20 20:47:17.000,1.2
2026-03-20 20:47:17.000,6
2026-03-20 20:47:19.000,6
2026-03-20 20:47:19.000,4.8
2026-03-20 20:47:21.000,4.8
2026-03-20 20:47:21.000,12
2026-03-20 20:47:23.000,12
2026-03-20 20:47:23.000,7.2
2026-03-20 20:47:25.000,7.2
2026-03-20 20:47:25.000,10.8
2026-03-20 20:47:27.000,10.8
2026-03-20 20:47:27.000,15.6
2026-03-20 20:47:29.000,15.6
2026-03-20 20:47:29.000,9.6
2026-03-20 20:47:31.000,9.6
2026-03-20 20:47:31.000,10.8
2026-03-20 20:47:33.000,10.8
2026-03-20 20:47:33.000,12
2026-03-20 20:47:35.000,12
2026-03-20 20:47:35.000,8.4
2026-03-20 20:47:37.000,8.4
2026-03-20 20:47:37.000,9.6
2026-03-20 20:47:41.000,9.6
2026-03-20 20:47:41.000,8.4
2026-03-20 20:47:43.000,8.4
2026-03-20 20:47:43.000,9.6
2026-03-20 20:47:45.000,9.6
2026-03-20 20:47:45.000,8.4
2026-03-20 20:47:51.000,8.4
2026-03-20 20:47:51.000,9.6
2026-03-20 20:47:53.000,9.6
2026-03-20 20:47:53.000,8.4
2026-03-20 20:48:01.000,8.4
2026-03-20 20:48:01.000,9.6
2026-03-20 20:48:03.000,9.6
2026-03-20 20:48:03.000,8.4
2026-03-20 20:48:05.000,8.4
2026-03-20 20:48:05.000,9.6
2026-03-20 20:48:13.000,9.6
2026-03-20 20:48:13.000,7.2
2026-03-20 20:48:19.000,7.2
2026-03-20 20:48:19.000,8.4
2026-03-20 20:48:23.000,8.4
2026-03-20 20:48:23.000,7.2
2026-03-20 20:48:31.000,7.2
2026-03-20 20:48:31.000,8.4
2026-03-20 20:48:33.000,8.4
2026-03-20 20:48:33.000,13.2
2026-03-20 20:48:35.000,13.2
2026-03-20 20:48:35.000,2.4
2026-03-20 20:48:39.000,2.4
2026-03-20 20:48:39.000,1.2
2026-03-20 20:48:41.000,1.2
2026-03-20 20:48:41.000,3.6
2026-03-20 20:48:43.000,3.6
2026-03-20 20:48:43.000,6
2026-03-20 20:48:45.000,6
2026-03-20 20:48:45.000,8.4
2026-03-20 20:48:47.000,8.4
2026-03-20 20:48:47.000,6
2026-03-20 20:48:49.000,6
2026-03-20 20:48:49.000,7.2
2026-03-20 20:48:51.000,7.2
2026-03-20 20:48:51.000,6
2026-03-20 20:48:53.000,6
2026-03-20 20:48:53.000,7.2
2026-03-20 20:48:55.000,7.2
2026-03-20 20:48:55.000,8.4
2026-03-20 20:48:57.000,8.4
2026-03-20 20:48:57.000,9.6
2026-03-20 20:48:59.000,9.6
2026-03-20 20:48:59.000,8.4
2026-03-20 20:49:01.000,8.4
2026-03-20 20:49:01.000,9.6
2026-03-20 20:49:05.000,9.6
2026-03-20 20:49:05.000,8.4
2026-03-20 20:49:11.000,8.4
2026-03-20 20:49:11.000,7.2
2026-03-20 20:49:13.000,7.2
2026-03-20 20:49:13.000,9.6
2026-03-20 20:49:15.000,9.6
2026-03-20 20:49:15.000,7.2
2026-03-20 20:49:17.000,7.2
2026-03-20 20:49:17.000,8.4
2026-03-20 20:49:19.000,8.4
2026-03-20 20:49:19.000,7.2
2026-03-20 20:49:25.000,7.2
2026-03-20 20:49:25.000,9.6
2026-03-20 20:49:27.000,9.6
2026-03-20 20:49:27.000,12
2026-03-20 20:49:29.000,12
2026-03-20 20:49:29.000,9.6
2026-03-20 20:49:31.000,9.6
2026-03-20 20:49:31.000,8.4
2026-03-20 20:49:37.000,8.4
2026-03-20 20:49:37.000,7.2
2026-03-20 20:49:39.000,7.2
2026-03-20 20:49:39.000,8.4
2026-03-20 20:49:41.000,8.4
2026-03-20 20:49:41.000,9.6
2026-03-20 20:49:43.000,9.6
2026-03-20 20:49:43.000,8.4
2026-03-20 20:49:45.000,8.4
2026-03-20 20:49:45.000,10.8
2026-03-20 20:49:49.000,10.8
2026-03-20 20:49:49.000,8.4
2026-03-20 20:49:51.000,8.4
2026-03-20 20:49:51.000,10.8
2026-03-20 20:49:53.000,10.8
2026-03-20 20:49:53.000,12
2026-03-20 20:49:55.000,12
2026-03-20 20:49:55.000,8.4
2026-03-20 20:50:01.000,8.4
2026-03-20 20:50:01.000,10.8
2026-03-20 20:50:07.000,10.8
2026-03-20 20:50:07.000,9.6
2026-03-20 20:50:11.000,9.6
2026-03-20 20:50:11.000,10.8
2026-03-20 20:50:17.000,10.8
2026-03-20 20:50:17.000,12
2026-03-20 20:50:19.000,12
2026-03-20 20:50:19.000,10.8
2026-03-20 20:50:23.000,10.8
2026-03-20 20:50:23.000,8.4
2026-03-20 20:50:25.000,8.4
2026-03-20 20:50:25.000,9.6
2026-03-20 20:50:27.000,9.6
2026-03-20 20:50:27.000,10.8
2026-03-20 20:50:29.000,10.8
2026-03-20 20:50:29.000,9.6
2026-03-20 20:50:33.000,9.6
2026-03-20 20:50:33.000,8.4
2026-03-20 20:50:37.000,8.4
2026-03-20 20:50:37.000,7.2
2026-03-20 20:50:41.000,7.2
2026-03-20 20:50:41.000,9.6
2026-03-20 20:50:47.000,9.6
2026-03-20 20:50:47.000,8.4
2026-03-20 20:50:49.000,8.4
2026-03-20 20:50:49.000,9.6
2026-03-20 20:50:51.000,9.6
2026-03-20 20:50:51.000,10.8
2026-03-20 20:50:53.000,10.8
2026-03-20 20:50:53.000,9.6
2026-03-20 20:50:55.000,9.6
2026-03-20 20:50:55.000,8.4
2026-03-20 20:50:57.000,8.4
2026-03-20 20:50:57.000,9.6
2026-03-20 20:50:59.000,9.6
2026-03-20 20:50:59.000,8.4
2026-03-20 20:51:09.000,8.4
2026-03-20 20:51:09.000,9.6
2026-03-20 20:51:13.000,9.6
2026-03-20 20:51:13.000,8.4
2026-03-20 20:51:15.000,8.4
2026-03-20 20:51:15.000,9.6
2026-03-20 20:51:19.000,9.6
2026-03-20 20:51:19.000,8.4
2026-03-20 20:51:21.000,8.4
2026-03-20 20:51:21.000,7.2
2026-03-20 20:51:23.000,7.2
2026-03-20 20:51:23.000,8.4
2026-03-20 20:51:31.000,8.4
2026-03-20 20:51:31.000,7.2
2026-03-20 20:51:35.000,7.2
2026-03-20 20:51:35.000,8.4
2026-03-20 20:51:37.000,8.4
2026-03-20 20:51:37.000,9.6
2026-03-20 20:51:41.000,9.6
2026-03-20 20:51:41.000,8.4
2026-03-20 20:51:49.000,8.4
2026-03-20 20:51:49.000,9.6
2026-03-20 20:51:53.000,9.6
2026-03-20 20:51:53.000,8.4
2026-03-20 20:52:07.000,8.4
2026-03-20 20:52:07.000,7.2
2026-03-20 20:52:11.000,7.2
2026-03-20 20:52:11.000,8.4
2026-03-20 20:52:13.000,8.4
2026-03-20 20:52:13.000,9.6
2026-03-20 20:52:15.000,9.6
2026-03-20 20:52:15.000,8.4
2026-03-20 20:52:17.000,8.4
2026-03-20 20:52:17.000,9.6
2026-03-20 20:52:19.000,9.6
2026-03-20 20:52:19.000,8.4
2026-03-20 20:52:27.000,8.4
2026-03-20 20:52:27.000,7.2
2026-03-20 20:52:31.000,7.2
2026-03-20 20:52:31.000,8.4
2026-03-20 20:52:33.000,8.4
2026-03-20 20:52:33.000,6
2026-03-20 20:52:35.000,6
2026-03-20 20:52:35.000,7.2
2026-03-20 20:52:37.000,7.2
2026-03-20 20:52:37.000,4.8
2026-03-20 20:52:39.000,4.8
2026-03-20 20:52:39.000,6
2026-03-20 20:52:43.000,6
2026-03-20 20:52:43.000,7.2
2026-03-20 20:52:47.000,7.2
2026-03-20 20:52:47.000,8.4
2026-03-20 20:52:49.000,8.4
2026-03-20 20:52:49.000,7.2
2026-03-20 20:52:51.000,7.2
2026-03-20 20:52:51.000,8.4
2026-03-20 20:52:53.000,8.4
2026-03-20 20:52:53.000,7.2
2026-03-20 20:52:57.000,7.2
2026-03-20 20:52:57.000,8.4
2026-03-20 20:53:01.000,8.4
2026-03-20 20:53:01.000,7.2
2026-03-20 20:53:05.000,7.2
2026-03-20 20:53:05.000,9.6
2026-03-20 20:53:07.000,9.6
2026-03-20 20:53:07.000,8.4
2026-03-20 20:53:09.000,8.4
2026-03-20 20:53:09.000,6
2026-03-20 20:53:11.000,6
2026-03-20 20:53:11.000,7.2
2026-03-20 20:53:31.000,7.2
2026-03-20 20:53:31.000,8.4
2026-03-20 20:53:41.000,8.4
2026-03-20 20:53:41.000,7.2
2026-03-20 20:53:45.000,7.2
2026-03-20 20:53:45.000,8.4
2026-03-20 20:53:47.000,8.4
2026-03-20 20:53:47.000,9.6
2026-03-20 20:53:49.000,9.6
2026-03-20 20:53:49.000,10.8
2026-03-20 20:53:59.000,10.8
2026-03-20 20:53:59.000,9.6
2026-03-20 20:54:01.000,9.6
2026-03-20 20:54:01.000,12
2026-03-20 20:54:05.000,12
2026-03-20 20:54:05.000,13.2
2026-03-20 20:54:07.000,13.2
2026-03-20 20:54:07.000,14.4
2026-03-20 20:54:11.000,14.4
2026-03-20 20:54:11.000,12
2026-03-20 20:54:13.000,12
2026-03-20 20:54:13.000,10.8
2026-03-20 20:54:15.000,10.8
2026-03-20 20:54:15.000,8.4
2026-03-20 20:54:17.000,8.4
2026-03-20 20:54:17.000,9.6
2026-03-20 20:54:19.000,9.6
2026-03-20 20:54:19.000,8.4
2026-03-20 20:54:23.000,8.4
2026-03-20 20:54:23.000,7.2
2026-03-20 20:54:25.000,7.2
2026-03-20 20:54:25.000,8.4
2026-03-20 20:54:27.000,8.4
2026-03-20 20:54:27.000,9.6
2026-03-20 20:54:29.000,9.6
2026-03-20 20:54:29.000,10.8
2026-03-20 20:54:31.000,10.8
2026-03-20 20:54:31.000,19.2
2026-03-20 20:54:33.000,19.2
2026-03-20 20:54:33.000,9.6
2026-03-20 20:54:35.000,9.6
2026-03-20 20:54:35.000,0
2026-03-20 20:54:37.000,0
2026-03-20 20:54:37.000,2.4
2026-03-20 20:54:39.000,2.4
2026-03-20 20:54:39.000,6
2026-03-20 20:54:41.000,6
2026-03-20 20:54:41.000,7.2
2026-03-20 20:54:49.000,7.2
2026-03-20 20:54:49.000,8.4
2026-03-20 20:54:51.000,8.4
2026-03-20 20:54:51.000,14.4
2026-03-20 20:54:53.000,14.4
2026-03-20 20:54:53.000,0
2026-03-20 20:54:55.000,0
2026-03-20 20:54:55.000,10.8
2026-03-20 20:54:57.000,10.8
2026-03-20 20:54:57.000,3.6
2026-03-20 20:54:59.000,3.6
2026-03-20 20:54:59.000,7.2
2026-03-20 20:55:01.000,7.2
2026-03-20 20:55:01.000,6
2026-03-20 20:55:07.000,6
2026-03-20 20:55:07.000,7.2
2026-03-20 20:55:13.000,7.2
2026-03-20 20:55:13.000,8.4
2026-03-20 20:55:21.000,8.4
2026-03-20 20:55:21.000,9.6
2026-03-20 20:55:23.000,9.6
2026-03-20 20:55:23.000,8.4
2026-03-20 20:55:25.000,8.4
2026-03-20 20:55:25.000,9.6
2026-03-20 20:55:27.000,9.6
2026-03-20 20:55:27.000,8.4
2026-03-20 20:55:35.000,8.4
2026-03-20 20:55:35.000,7.2
2026-03-20 20:55:39.000,7.2
2026-03-20 20:55:39.000,8.4
2026-03-20 20:55:47.000,8.4
2026-03-20 20:55:47.000,9.6
2026-03-20 20:55:51.000,9.6
2026-03-20 20:55:51.000,8.4
2026-03-20 20:55:53.000,8.4
2026-03-20 20:55:53.000,9.6
2026-03-20 20:55:55.000,9.6
2026-03-20 20:55:55.000,10.8
2026-03-20 20:56:01.000,10.8
2026-03-20 20:56:01.000,9.6
2026-03-20 20:56:23.000,9.6
2026-03-20 20:56:23.000,8.4
2026-03-20 20:56:27.000,8.4
2026-03-20 20:56:27.000,9.6
2026-03-20 20:56:29.000,9.6
2026-03-20 20:56:29.000,8.4
2026-03-20 20:56:39.000,8.4
2026-03-20 20:56:39.000,7.2
2026-03-20 20:56:45.000,7.2
2026-03-20 20:56:45.000,10.8
2026-03-20 20:56:47.000,10.8
2026-03-20 20:56:47.000,9.6
2026-03-20 20:56:51.000,9.6
2026-03-20 20:56:51.000,8.4
2026-03-20 20:56:57.000,8.4
2026-03-20 20:56:57.000,7.2
2026-03-20 20:57:01.000,7.2
2026-03-20 20:57:01.000,6
2026-03-20 20:57:03.000,6
2026-03-20 20:57:03.000,7.2
2026-03-20 20:57:05.000,7.2
2026-03-20 20:57:05.000,8.4
2026-03-20 20:57:09.000,8.4
2026-03-20 20:57:09.000,12
2026-03-20 20:57:11.000,12
2026-03-20 20:57:11.000,9.6
2026-03-20 20:57:13.000,9.6
2026-03-20 20:57:13.000,10.8
