Timestamp_ET,FlowLimit
2026-03-09 22:25:38.000,0
2026-03-09 22:27:04.000,0.02
2026-03-09 22:27:12.000,0.16
2026-03-09 22:27:16.000,0.19
2026-03-09 22:27:20.000,0.22
2026-03-09 22:27:24.000,0.11
2026-03-09 22:27:28.000,0.05
2026-03-09 22:27:30.000,0.01
2026-03-09 22:27:34.000,0
2026-03-09 22:27:56.000,0.01
2026-03-09 22:28:00.000,0.05
2026-03-09 22:28:04.000,0.1
2026-03-09 22:28:12.000,0.08
2026-03-09 22:28:16.000,0.04
2026-03-09 22:28:20.000,0.02
2026-03-09 22:28:24.000,0
2026-03-09 22:28:28.000,0.03
2026-03-09 22:28:32.000,0.07
2026-03-09 22:28:40.000,0.08
2026-03-09 22:28:44.000,0.05
2026-03-09 22:28:52.000,0.02
2026-03-09 22:28:56.000,0
2026-03-09 22:28:58.000,0.09
2026-03-09 22:29:02.000,0.1
2026-03-09 22:29:06.000,0.13
2026-03-09 22:29:10.000,0.07
2026-03-09 22:29:14.000,0.05
2026-03-09 22:29:18.000,0.02
2026-03-09 22:29:22.000,0
2026-03-09 22:30:00.000,0.15
2026-03-09 22:30:04.000,0.19
2026-03-09 22:30:08.000,0.22
2026-03-09 22:30:10.000,0.15
2026-03-09 22:30:14.000,0.12
2026-03-09 22:30:18.000,0.08
2026-03-09 22:30:22.000,0
2026-03-09 22:30:26.000,0.09
2026-03-09 22:30:30.000,0.12
2026-03-09 22:30:34.000,0.11
2026-03-09 22:30:38.000,0.03
2026-03-09 22:30:42.000,0
2026-03-09 22:30:54.000,0.01
2026-03-09 22:30:58.000,0.02
2026-03-09 22:31:00.000,0.01
2026-03-09 22:31:04.000,0
2026-03-09 22:31:20.000,0.01
2026-03-09 22:31:24.000,0.04
2026-03-09 22:31:28.000,0.05
2026-03-09 22:31:32.000,0.04
2026-03-09 22:31:36.000,0.01
2026-03-09 22:31:40.000,0
2026-03-09 22:31:56.000,0.09
2026-03-09 22:32:08.000,0.02
2026-03-09 22:32:12.000,0.03
2026-03-09 22:32:16.000,0.02
2026-03-09 22:32:18.000,0.01
2026-03-09 22:32:22.000,0
2026-03-09 22:32:34.000,0.16
2026-03-09 22:32:38.000,0.18
2026-03-09 22:32:42.000,0.21
2026-03-09 22:32:46.000,0.07
2026-03-09 22:32:50.000,0.09
2026-03-09 22:32:54.000,0.05
2026-03-09 22:33:04.000,0.04
2026-03-09 22:33:06.000,0.05
2026-03-09 22:33:10.000,0.08
2026-03-09 22:33:14.000,0.05
2026-03-09 22:33:20.000,0.03
2026-03-09 22:33:24.000,0.02
2026-03-09 22:33:28.000,0.01
2026-03-09 22:33:34.000,0
2026-03-09 22:33:38.000,0.05
2026-03-09 22:33:42.000,0.08
2026-03-09 22:33:46.000,0.1
2026-03-09 22:33:50.000,0.06
2026-03-09 22:33:52.000,0.04
2026-03-09 22:33:56.000,0.02
2026-03-09 22:34:00.000,0
2026-03-09 22:34:16.000,0.03
2026-03-09 22:34:28.000,0
2026-03-09 22:34:50.000,0.02
2026-03-09 22:34:54.000,0.03
2026-03-09 22:35:02.000,0.01
2026-03-09 22:35:06.000,0
2026-03-09 22:35:20.000,0.02
2026-03-09 22:35:32.000,0.01
2026-03-09 22:35:44.000,0
2026-03-09 22:36:00.000,0.05
2026-03-09 22:36:12.000,0
2026-03-09 22:36:46.000,0.04
2026-03-09 22:36:54.000,0.05
2026-03-09 22:36:58.000,0.03
2026-03-09 22:37:04.000,0.02
2026-03-09 22:37:08.000,0
2026-03-09 22:37:32.000,0.01
2026-03-09 22:37:36.000,0.02
2026-03-09 22:37:44.000,0
2026-03-09 22:37:54.000,0.04
2026-03-09 22:38:06.000,0
2026-03-09 22:38:12.000,0.01
2026-03-09 22:38:16.000,0.05
2026-03-09 22:38:20.000,0.06
2026-03-09 22:38:24.000,0.04
2026-03-09 22:38:28.000,0.02
2026-03-09 22:38:30.000,0.01
2026-03-09 22:38:38.000,0
2026-03-09 22:39:08.000,0.02
2026-03-09 22:39:18.000,0
2026-03-09 22:39:48.000,0.01
2026-03-09 22:39:52.000,0.03
2026-03-09 22:39:54.000,0.05
2026-03-09 22:39:58.000,0.04
2026-03-09 22:40:02.000,0.01
2026-03-09 22:40:06.000,0
2026-03-09 22:40:48.000,0.03
2026-03-09 22:41:00.000,0
2026-03-09 22:41:18.000,0.01
2026-03-09 22:41:30.000,0
2026-03-09 22:41:42.000,0.01
2026-03-09 22:41:54.000,0
2026-03-09 22:42:20.000,0.02
2026-03-09 22:42:32.000,0
2026-03-09 22:43:08.000,0.01
2026-03-09 22:43:24.000,0
2026-03-09 22:44:18.000,0.02
2026-03-09 22:44:30.000,0
2026-03-09 22:45:00.000,0.05
2026-03-09 22:45:12.000,0
2026-03-09 22:45:30.000,0.02
2026-03-09 22:45:42.000,0
2026-03-09 22:46:34.000,0.01
2026-03-09 22:46:46.000,0
2026-03-09 22:47:58.000,0.03
2026-03-09 22:48:06.000,0.02
2026-03-09 22:48:10.000,0.01
2026-03-09 22:48:20.000,0.03
2026-03-09 22:48:32.000,0
2026-03-09 22:48:52.000,0.02
2026-03-09 22:49:04.000,0
2026-03-09 22:49:28.000,0.04
2026-03-09 22:49:32.000,0.07
2026-03-09 22:49:38.000,0.02
2026-03-09 22:49:42.000,0
2026-03-09 22:50:12.000,0.01
2026-03-09 22:50:16.000,0.04
2026-03-09 22:50:24.000,0.13
2026-03-09 22:50:28.000,0.1
2026-03-09 22:50:36.000,0
2026-03-09 22:51:14.000,0.01
2026-03-09 22:51:18.000,0.05
2026-03-09 22:51:22.000,0.04
2026-03-09 22:51:26.000,0.03
2026-03-09 22:51:30.000,0
2026-03-09 22:51:54.000,0.01
2026-03-09 22:52:02.000,0.04
2026-03-09 22:52:06.000,0.02
2026-03-09 22:52:12.000,0
2026-03-09 22:52:16.000,0.05
2026-03-09 22:52:28.000,0
2026-03-09 22:52:42.000,0.02
2026-03-09 22:52:50.000,0.08
2026-03-09 22:52:54.000,0.06
2026-03-09 22:53:02.000,0
2026-03-09 22:53:26.000,0.01
2026-03-09 22:53:38.000,0
2026-03-09 22:53:42.000,0.02
2026-03-09 22:53:52.000,0
2026-03-09 22:55:10.000,0.01
2026-03-09 22:55:20.000,0
2026-03-09 22:56:26.000,0.04
2026-03-09 22:56:38.000,0
2026-03-09 22:56:46.000,0.02
2026-03-09 22:56:54.000,0.04
2026-03-09 22:56:58.000,0.07
2026-03-09 22:57:06.000,0.05
2026-03-09 22:57:10.000,0
2026-03-09 22:57:18.000,0.02
2026-03-09 22:57:22.000,0.04
2026-03-09 22:57:26.000,0.03
2026-03-09 22:57:28.000,0.01
2026-03-09 22:57:32.000,0
2026-03-09 22:58:30.000,0.02
2026-03-09 22:58:40.000,0
2026-03-09 22:58:56.000,0.01
2026-03-09 22:59:08.000,0
2026-03-09 22:59:12.000,0.02
2026-03-09 22:59:22.000,0
2026-03-09 23:00:44.000,0.01
2026-03-09 23:00:48.000,0.04
2026-03-09 23:00:54.000,0.02
2026-03-09 23:00:58.000,0
2026-03-09 23:01:52.000,0.03
2026-03-09 23:01:56.000,0.05
2026-03-09 23:02:02.000,0.01
2026-03-09 23:02:06.000,0
2026-03-09 23:02:18.000,0.02
2026-03-09 23:02:26.000,0.01
2026-03-09 23:02:30.000,0
2026-03-09 23:03:28.000,0.01
2026-03-09 23:03:38.000,0
2026-03-09 23:04:06.000,0.01
2026-03-09 23:04:18.000,0
2026-03-09 23:04:56.000,0.02
2026-03-09 23:05:02.000,0.03
2026-03-09 23:05:06.000,0
2026-03-09 23:05:42.000,0.05
2026-03-09 23:05:54.000,0
2026-03-09 23:06:00.000,0.01
2026-03-09 23:06:12.000,0
2026-03-09 23:06:24.000,0.02
2026-03-09 23:06:30.000,0.03
2026-03-09 23:06:34.000,0.01
2026-03-09 23:06:38.000,0.02
2026-03-09 23:06:42.000,0.03
2026-03-09 23:06:50.000,0.02
2026-03-09 23:06:54.000,0
2026-03-09 23:07:08.000,0.05
2026-03-09 23:07:12.000,0.06
2026-03-09 23:07:24.000,0.05
2026-03-09 23:07:32.000,0
2026-03-09 23:08:14.000,0.01
2026-03-09 23:08:24.000,0
2026-03-09 23:10:04.000,0.04
2026-03-09 23:10:08.000,0.06
2026-03-09 23:10:16.000,0.01
2026-03-09 23:10:20.000,0
2026-03-09 23:11:32.000,0.03
2026-03-09 23:11:44.000,0
2026-03-09 23:12:28.000,0.02
2026-03-09 23:12:38.000,0
2026-03-09 23:14:28.000,0.02
2026-03-09 23:14:32.000,0.03
2026-03-09 23:14:40.000,0.01
2026-03-09 23:14:44.000,0
2026-03-09 23:14:48.000,0.01
2026-03-09 23:14:58.000,0.05
2026-03-09 23:15:10.000,0
2026-03-09 23:17:06.000,0.02
2026-03-09 23:17:18.000,0
2026-03-09 23:18:50.000,0.05
2026-03-09 23:19:02.000,0
2026-03-09 23:19:38.000,0.01
2026-03-09 23:19:46.000,0.05
2026-03-09 23:19:50.000,0.06
2026-03-09 23:19:58.000,0.01
2026-03-09 23:20:02.000,0.02
2026-03-09 23:20:06.000,0.01
2026-03-09 23:20:12.000,0
2026-03-09 23:20:16.000,0.03
2026-03-09 23:20:24.000,0.06
2026-03-09 23:20:30.000,0.02
2026-03-09 23:20:36.000,0
2026-03-09 23:21:00.000,0.04
2026-03-09 23:21:04.000,0.1
2026-03-09 23:21:08.000,0.11
2026-03-09 23:21:12.000,0.1
2026-03-09 23:21:16.000,0.07
2026-03-09 23:21:20.000,0.06
2026-03-09 23:21:24.000,0.05
2026-03-09 23:21:28.000,0.02
2026-03-09 23:21:30.000,0.01
2026-03-09 23:21:34.000,0
2026-03-09 23:22:02.000,0.01
2026-03-09 23:22:14.000,0
2026-03-09 23:22:26.000,0.04
2026-03-09 23:22:34.000,0.05
2026-03-09 23:22:38.000,0.03
2026-03-09 23:22:42.000,0.04
2026-03-09 23:22:46.000,0.03
2026-03-09 23:22:50.000,0
2026-03-09 23:23:40.000,0.04
2026-03-09 23:23:52.000,0.01
2026-03-09 23:24:06.000,0
2026-03-09 23:24:24.000,0.04
2026-03-09 23:24:36.000,0
2026-03-09 23:24:48.000,0.02
2026-03-09 23:24:58.000,0
2026-03-09 23:25:10.000,0.02
2026-03-09 23:25:20.000,0
2026-03-09 23:25:40.000,0.03
2026-03-09 23:25:52.000,0
2026-03-09 23:26:58.000,0.03
2026-03-09 23:27:06.000,0.06
2026-03-09 23:27:10.000,0.02
2026-03-09 23:27:18.000,0
2026-03-09 23:27:44.000,0.01
2026-03-09 23:28:06.000,0
2026-03-09 23:28:10.000,0.04
2026-03-09 23:28:22.000,0
