Timestamp_ET,Snore
2026-03-09 22:25:38.000,0
2026-03-10 00:10:38.000,0
2026-03-10 00:13:55.000,0
2026-03-10 04:40:37.000,0.86
2026-03-10 04:40:43.000,0
2026-03-10 05:41:05.000,0.08
2026-03-10 05:41:09.000,0
2026-03-10 05:41:11.000,0.06
2026-03-10 05:41:17.000,0
2026-03-10 06:21:55.000,0
