Timestamp_ET,Snore
2026-03-12 23:41:34.000,0
2026-03-13 02:37:04.000,0.1
2026-03-13 02:37:06.000,0
2026-03-13 03:28:00.000,0.02
2026-03-13 03:28:02.000,0
2026-03-13 06:55:00.000,0
