Timestamp_ET,FlowLimit
2026-03-12 23:41:34.000,0
2026-03-12 23:42:38.000,0.04
2026-03-12 23:42:40.000,0.05
2026-03-12 23:42:44.000,0.08
2026-03-12 23:42:48.000,0.04
2026-03-12 23:42:56.000,0.02
2026-03-12 23:43:04.000,0.01
2026-03-12 23:43:06.000,0
2026-03-12 23:43:38.000,0.02
2026-03-12 23:43:46.000,0.01
2026-03-12 23:43:50.000,0
2026-03-12 23:45:06.000,0.02
2026-03-12 23:45:08.000,0.05
2026-03-12 23:45:12.000,0.04
2026-03-12 23:45:16.000,0.02
2026-03-12 23:45:18.000,0
2026-03-12 23:46:34.000,0.01
2026-03-12 23:46:38.000,0.03
2026-03-12 23:46:42.000,0.06
2026-03-12 23:46:50.000,0.05
2026-03-12 23:46:54.000,0.02
2026-03-12 23:47:00.000,0.04
2026-03-12 23:47:04.000,0.12
2026-03-12 23:47:08.000,0.18
2026-03-12 23:47:12.000,0.17
2026-03-12 23:47:16.000,0.08
2026-03-12 23:47:20.000,0.02
2026-03-12 23:47:28.000,0.04
2026-03-12 23:47:32.000,0.05
2026-03-12 23:47:36.000,0.03
2026-03-12 23:47:38.000,0.01
2026-03-12 23:47:42.000,0
2026-03-12 23:48:18.000,0.05
2026-03-12 23:48:22.000,0.06
2026-03-12 23:48:24.000,0.05
2026-03-12 23:48:28.000,0.01
2026-03-12 23:48:32.000,0
2026-03-12 23:48:38.000,0.01
2026-03-12 23:48:44.000,0.02
2026-03-12 23:48:48.000,0
2026-03-12 23:48:58.000,0.04
2026-03-12 23:49:06.000,0
2026-03-12 23:49:18.000,0.08
2026-03-12 23:49:28.000,0.01
2026-03-12 23:49:30.000,0.02
2026-03-12 23:49:34.000,0.04
2026-03-12 23:49:38.000,0.05
2026-03-12 23:49:46.000,0.04
2026-03-12 23:49:48.000,0.03
2026-03-12 23:49:52.000,0.02
2026-03-12 23:50:00.000,0.01
2026-03-12 23:50:06.000,0
2026-03-12 23:50:14.000,0.03
2026-03-12 23:50:18.000,0.05
2026-03-12 23:50:22.000,0.08
2026-03-12 23:50:24.000,0.06
2026-03-12 23:50:28.000,0.09
2026-03-12 23:50:32.000,0.1
2026-03-12 23:50:36.000,0.12
2026-03-12 23:50:40.000,0.09
2026-03-12 23:50:44.000,0.06
2026-03-12 23:50:48.000,0.02
2026-03-12 23:50:52.000,0
2026-03-12 23:50:54.000,0.01
2026-03-12 23:51:06.000,0
2026-03-12 23:52:24.000,0.05
2026-03-12 23:52:36.000,0
2026-03-12 23:53:22.000,0.01
2026-03-12 23:53:30.000,0.02
2026-03-12 23:53:34.000,0.01
2026-03-12 23:53:40.000,0
2026-03-12 23:55:12.000,0.08
2026-03-12 23:55:26.000,0
2026-03-12 23:56:16.000,0.05
2026-03-12 23:56:26.000,0.2
2026-03-12 23:56:30.000,0.15
2026-03-12 23:56:38.000,0
2026-03-12 23:56:42.000,0.06
2026-03-12 23:56:52.000,0
2026-03-12 23:56:56.000,0.07
2026-03-12 23:57:04.000,0.17
2026-03-12 23:57:08.000,0.1
2026-03-12 23:57:12.000,0.19
2026-03-12 23:57:16.000,0.22
2026-03-12 23:57:20.000,0.25
2026-03-12 23:57:24.000,0.22
2026-03-12 23:57:28.000,0.13
2026-03-12 23:57:32.000,0.14
2026-03-12 23:57:36.000,0.25
2026-03-12 23:57:40.000,0.28
2026-03-12 23:57:44.000,0.31
2026-03-12 23:57:48.000,0.22
2026-03-12 23:57:54.000,0.2
2026-03-12 23:57:58.000,0.15
2026-03-12 23:58:02.000,0.12
2026-03-12 23:58:06.000,0.07
2026-03-12 23:58:08.000,0.04
2026-03-12 23:58:14.000,0.21
2026-03-12 23:58:18.000,0.3
2026-03-12 23:58:22.000,0.35
2026-03-12 23:58:26.000,0.15
2026-03-12 23:58:30.000,0.04
2026-03-12 23:58:32.000,0
2026-03-12 23:58:36.000,0.08
2026-03-12 23:58:40.000,0.2
2026-03-12 23:58:44.000,0.23
2026-03-12 23:58:48.000,0.17
2026-03-12 23:58:52.000,0.2
2026-03-12 23:58:56.000,0.27
2026-03-12 23:59:00.000,0.44
2026-03-12 23:59:04.000,0.4
2026-03-12 23:59:08.000,0.38
2026-03-12 23:59:12.000,0.26
2026-03-12 23:59:16.000,0.22
2026-03-12 23:59:22.000,0.24
2026-03-12 23:59:26.000,0.22
2026-03-12 23:59:30.000,0.18
2026-03-12 23:59:34.000,0.13
2026-03-12 23:59:38.000,0.17
2026-03-12 23:59:40.000,0.18
2026-03-12 23:59:44.000,0.15
2026-03-12 23:59:48.000,0.06
2026-03-12 23:59:52.000,0.09
2026-03-12 23:59:56.000,0.14
2026-03-13 00:00:00.000,0.15
2026-03-13 00:00:04.000,0.08
2026-03-13 00:00:08.000,0.02
2026-03-13 00:00:12.000,0
2026-03-13 00:00:16.000,0.07
2026-03-13 00:00:28.000,0.03
2026-03-13 00:00:32.000,0.06
2026-03-13 00:00:40.000,0.02
2026-03-13 00:00:44.000,0
2026-03-13 00:00:56.000,0.03
2026-03-13 00:01:04.000,0.07
2026-03-13 00:01:08.000,0.15
2026-03-13 00:01:10.000,0.22
2026-03-13 00:01:14.000,0.18
2026-03-13 00:01:18.000,0.08
2026-03-13 00:01:24.000,0.01
2026-03-13 00:01:32.000,0
2026-03-13 00:01:44.000,0.06
2026-03-13 00:01:52.000,0.12
2026-03-13 00:01:54.000,0.06
2026-03-13 00:02:04.000,0.14
2026-03-13 00:02:08.000,0.22
2026-03-13 00:02:12.000,0.24
2026-03-13 00:02:16.000,0.13
2026-03-13 00:02:20.000,0.07
2026-03-13 00:02:22.000,0.05
2026-03-13 00:02:26.000,0.02
2026-03-13 00:02:46.000,0.03
2026-03-13 00:02:50.000,0.04
2026-03-13 00:02:54.000,0.01
2026-03-13 00:03:02.000,0
2026-03-13 00:03:14.000,0.11
2026-03-13 00:03:18.000,0.12
2026-03-13 00:03:26.000,0
2026-03-13 00:03:38.000,0.04
2026-03-13 00:03:48.000,0.14
2026-03-13 00:03:52.000,0.19
2026-03-13 00:03:56.000,0.21
2026-03-13 00:04:00.000,0.09
2026-03-13 00:04:04.000,0.08
2026-03-13 00:04:08.000,0.06
2026-03-13 00:04:12.000,0.03
2026-03-13 00:04:16.000,0
2026-03-13 00:04:24.000,0.02
2026-03-13 00:04:28.000,0.08
2026-03-13 00:04:36.000,0.06
2026-03-13 00:04:40.000,0.15
2026-03-13 00:04:44.000,0.17
2026-03-13 00:04:48.000,0.2
2026-03-13 00:04:52.000,0.05
2026-03-13 00:04:56.000,0.03
2026-03-13 00:04:58.000,0
2026-03-13 00:05:34.000,0.03
2026-03-13 00:05:40.000,0.13
2026-03-13 00:05:44.000,0.27
2026-03-13 00:05:48.000,0.23
2026-03-13 00:05:52.000,0.13
2026-03-13 00:05:56.000,0
2026-03-13 00:06:12.000,0.07
2026-03-13 00:06:16.000,0.09
2026-03-13 00:06:24.000,0.04
2026-03-13 00:06:32.000,0.2
2026-03-13 00:06:34.000,0.26
2026-03-13 00:06:38.000,0.27
2026-03-13 00:06:42.000,0.16
2026-03-13 00:06:46.000,0.14
2026-03-13 00:06:50.000,0.12
2026-03-13 00:06:58.000,0.08
2026-03-13 00:07:02.000,0.14
2026-03-13 00:07:06.000,0.1
2026-03-13 00:07:10.000,0.08
2026-03-13 00:07:14.000,0.06
2026-03-13 00:07:18.000,0.13
2026-03-13 00:07:22.000,0.15
2026-03-13 00:07:26.000,0.11
2026-03-13 00:07:30.000,0.1
2026-03-13 00:07:34.000,0.09
2026-03-13 00:07:42.000,0.08
2026-03-13 00:07:46.000,0.12
2026-03-13 00:07:50.000,0.1
2026-03-13 00:07:54.000,0.07
2026-03-13 00:07:58.000,0.02
2026-03-13 00:08:06.000,0
2026-03-13 00:08:22.000,0.02
2026-03-13 00:08:26.000,0.05
2026-03-13 00:08:30.000,0.1
2026-03-13 00:08:36.000,0.08
2026-03-13 00:08:40.000,0.05
2026-03-13 00:08:44.000,0
2026-03-13 00:09:00.000,0.1
2026-03-13 00:09:04.000,0.15
2026-03-13 00:09:08.000,0.18
2026-03-13 00:09:10.000,0.12
2026-03-13 00:09:14.000,0.16
2026-03-13 00:09:18.000,0.18
2026-03-13 00:09:22.000,0.15
2026-03-13 00:09:26.000,0.08
2026-03-13 00:09:30.000,0.04
2026-03-13 00:09:34.000,0.03
2026-03-13 00:09:38.000,0.1
2026-03-13 00:09:42.000,0.14
2026-03-13 00:09:46.000,0.19
2026-03-13 00:09:50.000,0.25
2026-03-13 00:09:52.000,0.23
2026-03-13 00:09:58.000,0.21
2026-03-13 00:10:02.000,0.12
2026-03-13 00:10:04.000,0.13
