Timestamp_ET,Snore
2026-03-11 23:14:47.000,0
2026-03-12 00:43:47.000,0
2026-03-12 01:36:48.000,0
2026-03-12 04:29:48.000,0
2026-03-12 04:30:20.000,0
2026-03-12 05:59:38.000,1.52
2026-03-12 05:59:40.000,0
2026-03-12 07:20:00.000,0
