Timestamp_ET,Snore
2026-03-10 22:39:18.000,0
2026-03-10 22:41:00.000,0.08
2026-03-10 22:41:04.000,0
2026-03-11 02:23:30.000,0.08
2026-03-11 02:23:42.000,0
2026-03-11 04:46:18.000,0
