date,timestamp_ms,datetime_utc,data_type,value
2026-04-16,1776397578000,2026-04-17 03:46:18.000,Breathing,12.24
2026-04-16,1776397578640,2026-04-17 03:46:18.640,Breathing,-8.4
2026-04-16,1776397579280,2026-04-17 03:46:19.280,Breathing,-19.44
2026-04-16,1776397579920,2026-04-17 03:46:19.920,Breathing,-14.88
2026-04-16,1776397580560,2026-04-17 03:46:20.560,Breathing,-4.8
2026-04-16,1776397581200,2026-04-17 03:46:21.200,Breathing,9.48
2026-04-16,1776397581840,2026-04-17 03:46:21.840,Breathing,13.2
2026-04-16,1776397582480,2026-04-17 03:46:22.480,Breathing,-5.76
2026-04-16,1776397583120,2026-04-17 03:46:23.120,Breathing,-10.8
2026-04-16,1776397583760,2026-04-17 03:46:23.760,Breathing,-3.24
2026-04-16,1776397584400,2026-04-17 03:46:24.400,Breathing,2.04
2026-04-16,1776397585040,2026-04-17 03:46:25.040,Breathing,13.56
2026-04-16,1776397585680,2026-04-17 03:46:25.680,Breathing,20.76
2026-04-16,1776397586320,2026-04-17 03:46:26.320,Breathing,-14.04
2026-04-16,1776397586960,2026-04-17 03:46:26.960,Breathing,-12.48
2026-04-16,1776397587600,2026-04-17 03:46:27.600,Breathing,0.12
2026-04-16,1776397588240,2026-04-17 03:46:28.240,Breathing,0.0
2026-04-16,1776397588880,2026-04-17 03:46:28.880,Breathing,-9.6
2026-04-16,1776397589520,2026-04-17 03:46:29.520,Breathing,-16.8
2026-04-16,1776397590160,2026-04-17 03:46:30.160,Breathing,7.92
2026-04-16,1776397590800,2026-04-17 03:46:30.800,Breathing,25.56
2026-04-16,1776397591440,2026-04-17 03:46:31.440,Breathing,19.44
2026-04-16,1776397592080,2026-04-17 03:46:32.080,Breathing,16.08
2026-04-16,1776397592720,2026-04-17 03:46:32.720,Breathing,-16.32
2026-04-16,1776397593360,2026-04-17 03:46:33.360,Breathing,-25.32
2026-04-16,1776397594000,2026-04-17 03:46:34.000,Breathing,-18.72
2026-04-16,1776397594640,2026-04-17 03:46:34.640,Breathing,-8.76
2026-04-16,1776397595280,2026-04-17 03:46:35.280,Breathing,0.72
2026-04-16,1776397595920,2026-04-17 03:46:35.920,Breathing,1.32
2026-04-16,1776397596560,2026-04-17 03:46:36.560,Breathing,17.04
2026-04-16,1776397597200,2026-04-17 03:46:37.200,Breathing,21.36
2026-04-16,1776397597840,2026-04-17 03:46:37.840,Breathing,18.12
2026-04-16,1776397598480,2026-04-17 03:46:38.480,Breathing,7.44
2026-04-16,1776397599120,2026-04-17 03:46:39.120,Breathing,-22.44
2026-04-16,1776397599760,2026-04-17 03:46:39.760,Breathing,-19.08
2026-04-16,1776397600400,2026-04-17 03:46:40.400,Breathing,-12.72
2026-04-16,1776397601040,2026-04-17 03:46:41.040,Breathing,2.64
2026-04-16,1776397601680,2026-04-17 03:46:41.680,Breathing,17.04
2026-04-16,1776397602320,2026-04-17 03:46:42.320,Breathing,14.4
2026-04-16,1776397602960,2026-04-17 03:46:42.960,Breathing,13.08
2026-04-16,1776397603600,2026-04-17 03:46:43.600,Breathing,-7.68
2026-04-16,1776397604240,2026-04-17 03:46:44.240,Breathing,-17.64
2026-04-16,1776397604880,2026-04-17 03:46:44.880,Breathing,-20.16
2026-04-16,1776397605520,2026-04-17 03:46:45.520,Breathing,-13.56
2026-04-16,1776397606160,2026-04-17 03:46:46.160,Breathing,-6.24
2026-04-16,1776397606800,2026-04-17 03:46:46.800,Breathing,6.84
2026-04-16,1776397607440,2026-04-17 03:46:47.440,Breathing,19.44
2026-04-16,1776397608080,2026-04-17 03:46:48.080,Breathing,19.44
2026-04-16,1776397608720,2026-04-17 03:46:48.720,Breathing,14.88
2026-04-16,1776397609360,2026-04-17 03:46:49.360,Breathing,-13.8
2026-04-16,1776397610000,2026-04-17 03:46:50.000,Breathing,-21.0
2026-04-16,1776397610640,2026-04-17 03:46:50.640,Breathing,-14.04
2026-04-16,1776397611280,2026-04-17 03:46:51.280,Breathing,-6.12
2026-04-16,1776397611920,2026-04-17 03:46:51.920,Breathing,12.36
2026-04-16,1776397612560,2026-04-17 03:46:52.560,Breathing,18.36
2026-04-16,1776397613200,2026-04-17 03:46:53.200,Breathing,15.0
2026-04-16,1776397613840,2026-04-17 03:46:53.840,Breathing,6.0
2026-04-16,1776397614480,2026-04-17 03:46:54.480,Breathing,-17.28
2026-04-16,1776397615120,2026-04-17 03:46:55.120,Breathing,-17.52
2026-04-16,1776397615760,2026-04-17 03:46:55.760,Breathing,-11.4
2026-04-16,1776397616400,2026-04-17 03:46:56.400,Breathing,-3.0
2026-04-16,1776397617040,2026-04-17 03:46:57.040,Breathing,14.64
2026-04-16,1776397617680,2026-04-17 03:46:57.680,Breathing,17.04
2026-04-16,1776397618320,2026-04-17 03:46:58.320,Breathing,13.8
2026-04-16,1776397618960,2026-04-17 03:46:58.960,Breathing,-4.8
2026-04-16,1776397619600,2026-04-17 03:46:59.600,Breathing,-19.44
2026-04-16,1776397620240,2026-04-17 03:47:00.240,Breathing,-15.24
2026-04-16,1776397620880,2026-04-17 03:47:00.880,Breathing,-7.32
2026-04-16,1776397621520,2026-04-17 03:47:01.520,Breathing,8.88
2026-04-16,1776397622160,2026-04-17 03:47:02.160,Breathing,14.88
2026-04-16,1776397622800,2026-04-17 03:47:02.800,Breathing,12.48
2026-04-16,1776397623440,2026-04-17 03:47:03.440,Breathing,6.96
2026-04-16,1776397624080,2026-04-17 03:47:04.080,Breathing,-17.4
2026-04-16,1776397624720,2026-04-17 03:47:04.720,Breathing,-13.92
2026-04-16,1776397625360,2026-04-17 03:47:05.360,Breathing,-6.6
2026-04-16,1776397626000,2026-04-17 03:47:06.000,Breathing,13.56
2026-04-16,1776397626640,2026-04-17 03:47:06.640,Breathing,14.4
2026-04-16,1776397627280,2026-04-17 03:47:07.280,Breathing,-6.72
2026-04-16,1776397627920,2026-04-17 03:47:07.920,Breathing,-3.0
2026-04-16,1776397628560,2026-04-17 03:47:08.560,Breathing,-7.08
2026-04-16,1776397629200,2026-04-17 03:47:09.200,Breathing,-11.28
2026-04-16,1776397629840,2026-04-17 03:47:09.840,Breathing,-11.76
2026-04-16,1776397630480,2026-04-17 03:47:10.480,Breathing,-5.64
2026-04-16,1776397631120,2026-04-17 03:47:11.120,Breathing,19.92
2026-04-16,1776397631760,2026-04-17 03:47:11.760,Breathing,23.76
2026-04-16,1776397632400,2026-04-17 03:47:12.400,Breathing,16.56
2026-04-16,1776397633040,2026-04-17 03:47:13.040,Breathing,14.52
2026-04-16,1776397633680,2026-04-17 03:47:13.680,Breathing,-9.96
2026-04-16,1776397634320,2026-04-17 03:47:14.320,Breathing,-21.84
2026-04-16,1776397634960,2026-04-17 03:47:14.960,Breathing,-21.6
