Timestamp_ET,Snore
2026-03-07 02:07:37.000,0
2026-03-07 02:49:19.000,0.02
2026-03-07 02:49:25.000,0
2026-03-07 03:34:23.000,0.06
2026-03-07 03:34:25.000,0
2026-03-07 07:54:59.000,0.24
2026-03-07 07:55:03.000,0
2026-03-07 08:37:05.000,0.02
2026-03-07 08:37:09.000,0
2026-03-07 09:09:37.000,0
