Timestamp_ET,Snore
2026-03-16 01:09:50.000,0
2026-03-16 03:42:34.000,0.46
2026-03-16 03:42:38.000,0
2026-03-16 05:14:26.000,0.02
2026-03-16 05:14:30.000,0
2026-03-16 05:37:00.000,0.02
2026-03-16 05:37:04.000,0
2026-03-16 07:43:50.000,0
