Timestamp_ET,Snore
2026-03-14 22:32:15.000,0
2026-03-14 22:51:59.000,0.04
2026-03-14 22:52:17.000,0
2026-03-15 03:41:23.000,0.18
2026-03-15 03:41:27.000,0
2026-03-15 03:41:35.000,0.68
2026-03-15 03:41:47.000,0
2026-03-15 06:20:00.000,0
