Timestamp_ET,Snore
2026-03-24 20:23:12.000,0
2026-03-24 22:18:50.000,0.02
2026-03-24 22:19:02.000,0
2026-03-24 22:37:00.000,0.1
2026-03-24 22:37:08.000,0
2026-03-24 22:58:00.000,0
