Timestamp_ET,Breathing_Lpm
2026-03-24 20:23:10.000,39.12
2026-03-24 20:23:10.640,29.64
2026-03-24 20:23:11.280,15.36
2026-03-24 20:23:11.920,6.48
2026-03-24 20:23:12.560,-67.8
2026-03-24 20:23:13.200,-34.32
2026-03-24 20:23:13.840,-17.76
2026-03-24 20:23:14.480,1.68
2026-03-24 20:23:15.120,37.68
2026-03-24 20:23:15.760,37.68
2026-03-24 20:23:16.400,33
2026-03-24 20:23:17.040,34.08
2026-03-24 20:23:17.680,28.2
2026-03-24 20:23:18.320,-66.84
2026-03-24 20:23:18.960,-58.2
2026-03-24 20:23:19.600,-42.72
2026-03-24 20:23:20.240,-31.2
2026-03-24 20:23:20.880,20.16
2026-03-24 20:23:21.520,42.6
2026-03-24 20:23:22.160,35.28
2026-03-24 20:23:22.800,18.36
2026-03-24 20:23:23.440,26.28
2026-03-24 20:23:24.080,16.92
2026-03-24 20:23:24.720,-58.44
2026-03-24 20:23:25.360,-43.92
2026-03-24 20:23:26.000,-28.44
2026-03-24 20:23:26.640,-19.44
2026-03-24 20:23:27.280,37.92
2026-03-24 20:23:27.920,41.64
2026-03-24 20:23:28.560,38.52
2026-03-24 20:23:29.200,38.88
2026-03-24 20:23:29.840,-50.88
2026-03-24 20:23:30.480,-37.56
2026-03-24 20:23:31.120,-36.72
2026-03-24 20:23:31.760,-28.92
2026-03-24 20:23:32.400,-24.96
2026-03-24 20:23:33.040,47.52
2026-03-24 20:23:33.680,45.36
2026-03-24 20:23:34.320,43.92
2026-03-24 20:23:34.960,33.36
2026-03-24 20:23:35.600,-55.68
2026-03-24 20:23:36.240,-48.84
2026-03-24 20:23:36.880,-29.52
2026-03-24 20:23:37.520,-28.08
2026-03-24 20:23:38.160,-39
2026-03-24 20:23:38.800,23.4
2026-03-24 20:23:39.440,-33.24
2026-03-24 20:23:40.080,53.16
2026-03-24 20:23:40.720,40.8
2026-03-24 20:23:41.360,0.84
2026-03-24 20:23:42.000,0.96
2026-03-24 20:23:42.640,-45.84
2026-03-24 20:23:43.280,-19.2
2026-03-24 20:23:43.920,40.92
2026-03-24 20:23:44.560,51.36
2026-03-24 20:23:45.200,51.6
2026-03-24 20:23:45.840,48.12
2026-03-24 20:23:46.480,49.32
2026-03-24 20:23:47.120,40.8
2026-03-24 20:23:47.760,13.68
2026-03-24 20:23:48.400,-79.08
2026-03-24 20:23:49.040,-74.88
2026-03-24 20:23:49.680,-53.04
2026-03-24 20:23:50.320,-21
2026-03-24 20:23:50.960,-1.56
2026-03-24 20:23:51.600,32.88
2026-03-24 20:23:52.240,42.36
2026-03-24 20:23:52.880,35.76
2026-03-24 20:23:53.520,29.88
2026-03-24 20:23:54.160,25.44
2026-03-24 20:23:54.800,16.44
2026-03-24 20:23:55.440,-36.36
2026-03-24 20:23:56.080,-35.76
2026-03-24 20:23:56.720,-28.44
2026-03-24 20:23:57.360,-26.64
2026-03-24 20:23:58.000,-10.32
2026-03-24 20:23:58.640,1.8
2026-03-24 20:23:59.280,26.76
2026-03-24 20:23:59.920,33.24
2026-03-24 20:24:00.560,33.48
2026-03-24 20:24:01.200,-29.76
2026-03-24 20:24:01.840,-28.8
2026-03-24 20:24:02.480,-14.88
2026-03-24 20:24:03.120,-5.28
2026-03-24 20:24:03.760,19.8
2026-03-24 20:24:04.400,35.28
2026-03-24 20:24:05.040,33.72
2026-03-24 20:24:05.680,24.36
2026-03-24 20:24:06.320,-36.72
2026-03-24 20:24:06.960,-33.12
2026-03-24 20:24:07.600,-22.56
2026-03-24 20:24:08.240,-9
2026-03-24 20:24:08.880,34.8
2026-03-24 20:24:09.520,46.2
2026-03-24 20:24:10.160,33.84
2026-03-24 20:24:10.800,-42.24
2026-03-24 20:24:11.440,-37.08
2026-03-24 20:24:12.080,-24.48
2026-03-24 20:24:12.720,-7.44
2026-03-24 20:24:13.360,31.32
2026-03-24 20:24:14.000,47.76
2026-03-24 20:24:14.640,36
2026-03-24 20:24:15.280,29.64
2026-03-24 20:24:15.920,26.28
2026-03-24 20:24:16.560,-51.12
2026-03-24 20:24:17.200,-44.4
2026-03-24 20:24:17.840,-30.24
2026-03-24 20:24:18.480,-16.08
2026-03-24 20:24:19.120,-4.92
2026-03-24 20:24:19.760,21.6
2026-03-24 20:24:20.400,31.44
2026-03-24 20:24:21.040,30.48
2026-03-24 20:24:21.680,29.04
2026-03-24 20:24:22.320,-36.6
2026-03-24 20:24:22.960,-33.96
2026-03-24 20:24:23.600,-23.16
2026-03-24 20:24:24.240,-11.16
2026-03-24 20:24:24.880,4.2
2026-03-24 20:24:25.520,20.28
2026-03-24 20:24:26.160,27.48
2026-03-24 20:24:26.800,23.88
2026-03-24 20:24:27.440,26.4
2026-03-24 20:24:28.080,8.76
2026-03-24 20:24:28.720,-44.16
2026-03-24 20:24:29.360,-30.48
2026-03-24 20:24:30.000,-17.52
2026-03-24 20:24:30.640,-5.76
2026-03-24 20:24:31.280,13.68
2026-03-24 20:24:31.920,27
2026-03-24 20:24:32.560,30.12
2026-03-24 20:24:33.200,28.68
2026-03-24 20:24:33.840,-40.56
2026-03-24 20:24:34.480,-30.12
2026-03-24 20:24:35.120,-14.28
2026-03-24 20:24:35.760,-1.8
2026-03-24 20:24:36.400,4.56
2026-03-24 20:24:37.040,27.48
2026-03-24 20:24:37.680,30.48
2026-03-24 20:24:38.320,34.56
2026-03-24 20:24:38.960,-24.72
2026-03-24 20:24:39.600,-37.56
2026-03-24 20:24:40.240,-27.36
2026-03-24 20:24:40.880,-13.68
2026-03-24 20:24:41.520,-5.4
2026-03-24 20:24:42.160,7.2
2026-03-24 20:24:42.800,19.56
2026-03-24 20:24:43.440,23.88
2026-03-24 20:24:44.080,29.64
2026-03-24 20:24:44.720,27.12
2026-03-24 20:24:45.360,-27.36
2026-03-24 20:24:46.000,-31.08
2026-03-24 20:24:46.640,-28.2
2026-03-24 20:24:47.280,-14.76
2026-03-24 20:24:47.920,-0.24
2026-03-24 20:24:48.560,12.6
2026-03-24 20:24:49.200,23.52
2026-03-24 20:24:49.840,28.08
2026-03-24 20:24:50.480,30.96
2026-03-24 20:24:51.120,-26.04
2026-03-24 20:24:51.760,-40.92
2026-03-24 20:24:52.400,-29.4
2026-03-24 20:24:53.040,-13.56
2026-03-24 20:24:53.680,-0.96
2026-03-24 20:24:54.320,2.52
2026-03-24 20:24:54.960,14.88
2026-03-24 20:24:55.600,16.08
2026-03-24 20:24:56.240,19.92
2026-03-24 20:24:56.880,22.2
2026-03-24 20:24:57.520,14.16
2026-03-24 20:24:58.160,-33.6
2026-03-24 20:24:58.800,-27.48
2026-03-24 20:24:59.440,-14.64
2026-03-24 20:25:00.080,-0.36
2026-03-24 20:25:00.720,-0.24
2026-03-24 20:25:01.360,-0.48
2026-03-24 20:25:02.000,-21.48
2026-03-24 20:25:02.640,11.76
2026-03-24 20:25:03.280,25.56
2026-03-24 20:25:03.920,28.56
2026-03-24 20:25:04.560,23.64
2026-03-24 20:25:05.200,24.6
2026-03-24 20:25:05.840,2.64
2026-03-24 20:25:06.480,-39.48
2026-03-24 20:25:07.120,-33.12
2026-03-24 20:25:07.760,-20.88
2026-03-24 20:25:08.400,-5.4
2026-03-24 20:25:09.040,4.32
2026-03-24 20:25:09.680,29.28
2026-03-24 20:25:10.320,23.4
2026-03-24 20:25:10.960,19.8
2026-03-24 20:25:11.600,-38.4
2026-03-24 20:25:12.240,-31.32
2026-03-24 20:25:12.880,-20.4
2026-03-24 20:25:13.520,-9.96
2026-03-24 20:25:14.160,18.12
2026-03-24 20:25:14.800,28.68
2026-03-24 20:25:15.440,27
2026-03-24 20:25:16.080,27.6
2026-03-24 20:25:16.720,-3.24
2026-03-24 20:25:17.360,-35.64
2026-03-24 20:25:18.000,-28.8
2026-03-24 20:25:18.640,-15.48
2026-03-24 20:25:19.280,-8.76
2026-03-24 20:25:19.920,-1.8
2026-03-24 20:25:20.560,17.16
2026-03-24 20:25:21.200,28.8
2026-03-24 20:25:21.840,27
2026-03-24 20:25:22.480,23.04
2026-03-24 20:25:23.120,-34.68
2026-03-24 20:25:23.760,-29.64
2026-03-24 20:25:24.400,-16.92
2026-03-24 20:25:25.040,-4.68
2026-03-24 20:25:25.680,-3.24
2026-03-24 20:25:26.320,3
2026-03-24 20:25:26.960,12.48
2026-03-24 20:25:27.600,22.32
2026-03-24 20:25:28.240,26.4
2026-03-24 20:25:28.880,28.32
2026-03-24 20:25:29.520,26.4
2026-03-24 20:25:30.160,-36.84
2026-03-24 20:25:30.800,-34.8
2026-03-24 20:25:31.440,-26.4
2026-03-24 20:25:32.080,-15.48
2026-03-24 20:25:32.720,-4.08
2026-03-24 20:25:33.360,-1.68
2026-03-24 20:25:34.000,6.96
2026-03-24 20:25:34.640,13.92
2026-03-24 20:25:35.280,18.72
2026-03-24 20:25:35.920,19.56
2026-03-24 20:25:36.560,10.92
2026-03-24 20:25:37.200,-29.88
2026-03-24 20:25:37.840,-25.2
2026-03-24 20:25:38.480,-12.36
2026-03-24 20:25:39.120,-3.96
2026-03-24 20:25:39.760,1.08
2026-03-24 20:25:40.400,12.48
2026-03-24 20:25:41.040,21.48
2026-03-24 20:25:41.680,24.12
2026-03-24 20:25:42.320,26.28
2026-03-24 20:25:42.960,-19.44
2026-03-24 20:25:43.600,-32.52
2026-03-24 20:25:44.240,-22.68
2026-03-24 20:25:44.880,-9.84
2026-03-24 20:25:45.520,-2.88
2026-03-24 20:25:46.160,9.12
2026-03-24 20:25:46.800,27.12
2026-03-24 20:25:47.440,38.4
2026-03-24 20:25:48.080,30.96
2026-03-24 20:25:48.720,-43.56
2026-03-24 20:25:49.360,-28.2
2026-03-24 20:25:50.000,-13.44
2026-03-24 20:25:50.640,-1.44
2026-03-24 20:25:51.280,19.32
2026-03-24 20:25:51.920,33.36
2026-03-24 20:25:52.560,29.28
2026-03-24 20:25:53.200,-30
2026-03-24 20:25:53.840,-31.56
2026-03-24 20:25:54.480,-19.08
2026-03-24 20:25:55.120,-8.28
2026-03-24 20:25:55.760,-3.96
