Timestamp_ET,Snore
2026-03-07 23:53:24.000,0
2026-03-08 00:51:12.000,0.06
2026-03-08 00:51:18.000,0
2026-03-08 01:57:14.000,0.04
2026-03-08 01:57:18.000,0
2026-03-08 02:10:02.000,0.12
2026-03-08 02:10:06.000,0
2026-03-08 06:42:40.000,0.02
2026-03-08 06:42:44.000,0
2026-03-08 07:24:04.000,0.08
2026-03-08 07:24:10.000,0
2026-03-08 08:09:24.000,0
